song_id,track_loudness,track_tempo,track_tempo_confidence,track_time_signature,track_time_signature_confidence,track_key,track_key_confidence,track_mode,track_mode_confidence,tatum_duration_median,tatum_duration_stdev,segment_duration_median,segment_duration_stdev,segment_loudness_max_median,segment_loudness_max_stdev,segment_loudness_start_median,segment_loudness_start_stdev,segment_loudness_end_median,segment_loudness_end_stdev,sections_duration_median,sections_duration_stdev,sections_loudness_median,sections_loudness_stdev,sections_tempo_median,sections_tempo_stdev,sections_key_median,sections_key_stdev,section_mode_mean
SOAHXWI12A6D4FAFA8,-22.701,82.01100000000002,0.177,4.0,1.0,1.0,0.813,1.0,0.613,0.365775,0.0031275155883376325,0.18571,0.1229203546387959,-23.3165,5.875685035240034,-31.4975,5.6789545579771055,0.0,2.0225995873897262,16.09749,9.054465531256204,-23.910999999999998,6.585985561950634,82.03450000000002,0.8548524824007167,7.0,4.0620192023179795,1.0
SOPUCYA12A8C13A694,-7.1129999999999995,174.891,0.47700000000000004,4.0,1.0,7.0,0.574,1.0,0.575,0.1715,0.0011892802588324464,0.18413,0.14227630420022389,-5.944,4.425208691346307,-14.482999999999999,7.589562326634492,0.0,2.044794529772991,21.93515,15.34097694829108,-7.3135,4.3670093967644,174.8365,0.5780096390694073,7.0,2.8252686345094435,0.75
SOMMIKI12AB017EF5B,-26.826,66.42699999999999,0.034,4.0,0.161,9.0,0.105,0.0,0.4,0.5656800000000001,0.1509823747190965,0.29186,0.5238466211543082,-27.2305,8.133425075965327,-31.7945,7.676455275076878,0.0,3.30922948191496,20.62653,4.581986136952901,-26.4935,4.354271628035426,66.5805,1.4468228986299592,5.0,4.0510139824140685,0.75
SODXRTY12AB0180F3B,-5.047,98.969,0.703,4.0,1.0,1.0,0.142,1.0,0.327,0.30308500000000005,0.0025610363973066165,0.27125,0.14016753560883508,-4.607,5.1328985878945455,-14.694,6.215300575555223,0.0,1.910789265895446,31.54372,27.100646052575765,-6.125,6.1513646569567895,98.98,0.6830626757828461,8.0,4.191828786034631,0.7142857142857143
SOACWYB12AF729E581,-12.129000000000001,89.37100000000002,0.16,4.0,0.5579999999999999,4.0,0.332,0.0,0.415,0.2331300000000001,0.1123861235082904,0.185555,0.1853606616478995,-12.5605,7.809426404443767,-21.437,7.126009866563018,0.0,1.8643404733977813,11.089939999999999,43.58812084454386,-25.504,10.655259651927775,90.874,1.3716698764644488,0.0,2.0,0.75
SOYIZSN12A6701E0BB,-8.927999999999997,183.03099999999998,0.34299999999999997,4.0,0.978,10.0,0.131,1.0,0.451,0.16326,0.00206480125128516,0.2266,0.18747896223215715,-7.9725,5.047052427306974,-13.6585,5.880924975450291,0.0,1.8468265976724043,21.29039,12.989553874763788,-9.124,3.4329544348148797,183.614,1.4820086159934365,5.0,3.6462932610329832,0.75
SOBVAHM12A8C13C4CB,-6.117999999999999,85.884,0.47100000000000003,4.0,0.978,1.0,0.337,0.0,0.5720000000000001,0.34976,0.010190904037746716,0.19887,0.11655530058900765,-6.516,6.79669594781564,-13.372,6.429667042823565,0.0,1.0576187605881862,27.31806,20.07671918792787,-14.62,7.2507234466637875,85.866,2.3002375843474163,1.0,3.0413812651491097,0.2222222222222222
SOONTLJ12AF72AC017,-5.4110000000000005,132.174,0.9520000000000001,4.0,0.973,4.0,0.856,0.0,0.68,0.22699999999999998,0.0009446752290814094,0.23281,0.2025967301617816,-4.4460000000000015,3.7658460395962914,-10.9885,4.302977998581136,0.0,2.208630521496931,21.3489,15.146497429075625,-5.0569999999999995,3.582785221645925,132.17700000000002,0.1964896802492314,4.0,1.2692955176439846,0.2222222222222222
SOIDFHN12A8C13ABAC,-6.438,90.936,0.061,4.0,1.0,8.0,0.307,1.0,0.4,0.25661500000000004,0.11066983750884234,0.17973,0.11324543420247825,-5.7620000000000005,6.4312231375215365,-15.963,6.660907014114683,0.0,1.3189344928864042,22.704030000000003,57.79091563501193,-9.3915,6.4752098035507695,90.734,0.41544303660871296,6.5,2.8722813232690143,0.75
SOZOBWN12A8C130999,-8.742,93.041,0.825,4.0,1.0,4.0,0.306,0.0,0.28300000000000003,0.322615,0.0021076720916631533,0.17175,0.0864600496244575,-10.5385,7.044795554491914,-24.2405,8.74510659902799,0.0,2.0249019211884813,12.908805,11.267143121187425,-9.297,6.496990605913893,93.05,0.1851318149019469,4.0,1.946506842754191,0.7
SOPZAUC12A58A7DB24,-9.079,109.92399999999999,0.473,3.0,0.998,4.0,0.109,1.0,0.278,0.27307,0.006463564260349418,0.27408000000000005,0.2726190101869391,-8.6335,6.710559124993937,-15.431,6.945287367587992,0.0,2.1052450202814508,29.25955,20.350055353763565,-10.7425,13.001779251180535,109.848,0.3364191422700457,11.0,4.0155946010522525,0.5
SOQDBOA12A8C13E5E6,-5.595,168.032,0.5670000000000001,4.0,0.91,10.0,0.78,1.0,0.45299999999999996,0.17856,0.0023604503282651946,0.19129000000000002,0.2708373222853321,-4.5625,2.9878467140286737,-12.357000000000001,5.049111693494218,0.0,2.05075778107399,17.321945,25.260832988355393,-6.308,3.137293826464367,168.05700000000004,0.7830595215471882,6.5,3.0118812346154313,0.75
SOHTFGC12A8C135865,-8.38,84.012,0.12300000000000001,4.0,1.0,1.0,0.67,0.0,0.364,0.35708,0.0052517339604028716,0.213855,0.11209177875381612,-11.1165,6.6230965881211805,-21.324,5.4630031147005935,0.0,1.5759041881348608,20.717010000000002,9.967466315721863,-7.961,6.045049354177718,84.03200000000002,0.04898242315134885,2.0,3.570714214271425,0.6666666666666666
SOUQUBU12AF72A47B3,-2.762,115.535,0.231,4.0,0.013999999999999999,1.0,0.449,1.0,0.594,0.25723,0.012258275141375678,0.22651,0.13754413714838049,-2.222,3.345268620680161,-10.5655,5.608296107731787,0.0,1.6425846540167377,19.5893,9.650571268310284,-2.562,1.534414771926969,115.51899999999999,5.047553509958802,1.0,3.9967935866590576,0.7692307692307693
SOISWBZ12A8C13C0F7,-6.1770000000000005,137.946,0.9009999999999999,4.0,1.0,5.0,0.8079999999999999,1.0,0.5479999999999999,0.21736,0.0010593232086339394,0.22249499999999997,0.0980146358791166,-4.882,5.820850240029079,-15.4715,7.17990996917699,0.0,1.874226680788744,22.826085,10.51044000091626,-6.3580000000000005,6.1964577044738505,137.9665,0.1231201371905461,5.0,3.228659539846595,0.9166666666666666
SOFCPOU12A8C13BF40,-7.3889999999999985,134.981,0.746,4.0,0.293,2.0,0.466,1.0,0.623,0.22223,0.001239693972784364,0.21655,0.1404142089780909,-7.7929999999999975,5.965862365128722,-17.288,6.541724718526135,0.0,1.8542910816462392,28.4022,15.758403476048064,-7.0710000000000015,3.887943280499466,134.98,0.06948004167008512,2.0,4.810702354423639,0.5714285714285714
SONRXOY12AB0181E84,-16.081,148.931,0.725,4.0,1.0,1.0,0.17300000000000001,0.0,0.377,0.20078,0.0023758140827476217,0.20870999999999998,0.3124203712473558,-15.344000000000001,4.2113832197728565,-23.526999999999997,5.84529108061117,0.0,1.96853614477436,17.539514999999998,13.311057923257515,-16.342,1.8207672253445493,149.3915,1.4390592606128365,4.0,3.917198545446024,0.7
SOPABZM12A6D4FC668,-11.092,111.47,0.915,4.0,0.966,4.0,0.722,1.0,0.555,0.336555,0.08950806332843703,0.24365,0.24117307393947096,-10.4935,4.214550612208194,-20.0465,5.050807539140262,0.0,2.437333391107164,17.747685,3.976560876667732,-11.193,0.7261760117216765,111.66,1.2750376203600151,4.0,2.503331114069145,0.9
SOGQANL12A6701E099,-11.115,149.82399999999996,0.768,4.0,0.706,4.0,1.0,1.0,0.884,0.20029,0.002181817182403459,0.22036,0.15870133456743554,-9.604,5.089344329753233,-14.214,5.738802336905054,0.0,2.1580500037968195,14.0252,18.907259579852376,-10.901,7.3892208617989255,149.798,1.5642196936492008,4.0,3.0867098629086893,1.0
SOKQDGA12A8AE47D53,-5.2589999999999995,173.99400000000003,0.465,4.0,1.0,4.0,0.081,1.0,0.18600000000000005,0.17244,0.001841237343784089,0.19683,0.1672951707576914,-4.101,4.116463170906579,-10.213,6.630666225320141,0.0,2.030692330267238,22.0662,7.0760453210999925,-5.468999999999999,0.7963599653702116,173.937,0.30194154143549823,3.0,3.2015621187164243,0.3333333333333333
SOLLGNU12AF72A4D4F,-2.383,96.015,0.8370000000000001,4.0,0.902,11.0,0.055,0.0,0.27,0.31159000000000003,0.006080143910478542,0.203335,0.12195924773757452,-1.212,6.823060040835048,-9.1485,7.932653382700896,0.0,3.5729480050524822,26.23785,16.072286485165492,-2.694,10.28697642653078,95.361,55.38725268808098,6.0,3.5118845842842465,0.6666666666666666
SOBXALG12A8C13C108,-5.816,112.492,0.753,4.0,1.0,5.0,0.27699999999999997,1.0,0.09,0.34467,0.08908671962199909,0.23556,0.2832428670163863,-4.285,6.769478858704897,-15.975999999999999,7.498675843544185,0.0,2.152488010002526,24.66045,8.988006637209356,-5.4979999999999976,4.841441497919579,112.536,0.8016604642864686,5.0,2.5055493963954847,0.7777777777777778
